Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary
10/29/1940,,"Berlin, Germany",Deutsche Lufthansa,,,Douglas DC-3,D-AAIH,1973,15,2,0,Weather related.
11/04/1940,04:42,"Near Centerville, Utah",United Air Lines,16,Oakland - Salt Lake City,Douglas DC-3,NC16086,1925,10,10,0,"The aircraft crashed into Bountiful Peak in the Wasatch Mountains, during a snowstorm, 3 nm NE of Centerville. The failure of the communications operators at Tintic, Plymouth, and Salt Lake City, Utah, whose duty it was to monitor the range, to detect its malfunctioning and immediately notify those concerned and the failure of the pilot to follow to the fullest extent established radio range technique in accordance with the requirements of the procedure established by United and approved by the Civil Aeronautics Administration."
11/08/1940,,"Brauna, Germany",Deutsche Lufthansa,,,Junkers JU-90,D-AVMF,10,29,29,0,Icing.
11/09/1940,,"Rio de Janeiro, Brazil",,,Rio de Janeiro - Sao Paulo,,,,18,18,0,Midair collisioin with a private plane.
11/27/1940,,Mediterranean Sea,Air France,,,Farman F-224,F-AROA,2,6,6,0,Shot down by Italian aircraft.
12/04/1940,17:48,"Chicago, Illinois",United Air Lines,21,New York City - Chicago,Douglas DC-3A,NC25678,2175,16,10,0,The aircraft crashed while attempting to land at Chicago. The failure of the pilot to exercise that degree of caution and skill required to avert a stall while approaching for a landing on the short northwest runway. A substantial contributing factor to the accident was the error in judgment of the pilot in choosing that short runway for his landing. An accumulation of ice on the wings may have increased the stalling speed of the plane.
01/15/1941,,Off South Africa,LATI,,,Savoia-Marchetti SM-75,I-BAYR,32013,10,10,0,
01/18/1941,,"Near Nagy-Varad, Hungary",Malert Airlines,,,Junkers JU-52/3m,HA-JUA,5523,12,12,0,
01/20/1941,,"Near Kian, China",China National Aviation Corporation,,,Ford 5-AT Tri-Motor,,,6,5,0,Crashed into mountains during a thunderstorm
01/23/1941,04:13,"Near Robertson, Missouri",Trans Continental and Western Air,6,"Kansas City, MO - New York",Douglas DC-3-3,NC17315,1930,13,2,0,"Shortly after passing over the west boundary of the airport, the pilot started a left turn. While in the turn, the plane contracted trees 113 feet above the level of the airport.  Full power was applied to the engines in an attempt to pull up but other trees were struck and the pilot lost control. The aircraft crashed to the ground at a point approximately one-fourth of a mile southwest of the airport boundary. The action of the pilot in attempting a landing under adverse weather conditions in disregard of the minimums prescribed by the Civil Aeronautics Administration and in maneuvering for such a landing at a dangerously low altitude."
02/06/1941,02:00,"Armstrong, ON, Canada",Trans Canada Air Lines,,,Lockheed 14-H2 Super Electra,CF-TCP,1501,12,12,0,The plane crashed after the right wing struck a tree as the pilot was attempting to land. Struck several other trees and landed inverted in a swamp.
02/26/1941,11:50,"Atlanta, Georgia",Eastern Air Lines,21,New York City -  Washington D.C. - Atlanta - Brownsville,Douglas DC-3,NC28394,3204,16,9,0,"The aircraft crashed into a hill in pine woods, near Chandler Field, while attempting to make an instrument landing approach in rain and fog. The failure of the captain in charge of the flight to exercise the proper degree of fare by not checking his altimeters to determine whether both were correctly set and properly functioning before commencing his landing approach. A substantial contributing factor was the absence of an established uniform cockpit procedure on Eastern Air Lines by which both the captain and co-pilot are required to make a complete check of the controls and instruments during landing operations. Captain Edward Rickenbacker, President of Eastern Air Lines, survived the crash."
03/01/1941,,"Trontheim, Norway",Deutsche Lufthansa,,,Junkers JU-52/3m,D-AQUB,5751,12,3,0,The seaplane crashed while attemping to land.
03/28/1941,,"Elands Bay, South Africa",South African Airways,,,Lockheed 18 Lodestar,ZS-AST,2034,10,10,0,Crashed into a mountain.
06/19/1941,,"Bucharest, Romania",LARES,,"Bucharest , Romania- Sofia, Bulgaria",Douglas DC-3,YR-PIF,1985,15,15,0,Crashed during takeoff.
06/21/1941,,Sea of Japan,Manchurian Air Lines,,,Mitsubishi MC-20,M-604,,18,18,0,
08/10/1941,20:35,"Arran, Scotland",Military -Royal Air Force,,,Consolidated LB-30A Liberator,AM261,,22,22,0,"Crashed into a mountain ridge in rain, low visibility and overcast conditions. Navigational error."
08/14/1941,20:40,"Ayr, Scotland",Military - Royal Air Force,,,Consolidated LB-30A Liberator,AM260,,22,22,0,"Crashed and burned on takeoff at Heathfield airfield, after veered off the runway and striking a small building and then an embankment."
08/18/1941,,"Near Sao Paulo, Brazil",Panair do Brasil,,Porto Alegre - Rio de Janera,Lockheed 18 LodeStar,PP-PBD,2083,12,8,0,Crashed in a mountain range while enroute.
09/01/1941,,"Bollemont, France",Air France,,,Bloch 220,F-AQNL,12,17,13,0,The aircraft crashed into lake Bolomon after engine failure during takeoff.
09/01/1941,,"Campbeltown, Argyll, Scotland",British Overseas Airways,,,Consolidated 32-2 Liberator I,AM-915,,10,10,0,Crashed into a hillside.
10/03/1941,17:48,"San Juan, Puerto Rico",Pan American World Airways,203,Miami - Buenos Aires,Sikorsky S-42B (flying boat),NC15376,4206,15,2,0,"Following the approach, the aircraft contacted the water in an unduly nose-low attitude while moving sideways relative to the water.  Almost immediately after first contact with the water, the aircraft swerved violently to the right and broke into several major sections. The failure of the captain to exercise requisite caution and skill in landing. A contributing factor was the smooth surface of the water, which rendered difficult, the captain's depth perception as well as the exact determination of any lateral movement of the aircraft."
10/28/1941,,,Deutsche Lufthansa,,,Junkers JU-53/3m,D-AUXZ,7172,13,13,0,
10/30/1941,02:04,"Near Moorhead, Minnesota",Northwest Orient Airlines,5,Minneapolis - Fargo,Douglas DC-3,NC21712,2124,15,14,0,"Crashed in fog and mist due to icing on the wings. The pilot, Clarence Bates, was thrown clear of the wreckage and was the lone survivor. Accumulation of ice on the wings and other surfaces of the airplane, increasing the stalling speed and the drag of the airplane on the power required to maintain flight. Action of the captain in descending to attempt a landing at Fargo with known icing conditions and critical ceiling conditions instead of proceeding to an available alternate."
10/30/1941,22:10,"St. Thomas, Ontario, Canada",American Airlines,1,New York - Buffalo - Chicago - Detroit,Douglas DC-3,NC25663,2207,20,20,0,"The aircraft, on a flight from New York to Chicago, circled a wooded area 3 or 4 times looking for a landing spot before stalling and diving into a plowed field. Cause unknown."
12/11/1941,,"Miami, Florida",Pan American Airways,,,,NC21V,,3,3,0,
01/16/1942,19:23,"Near Las Vegas, Nevada",Trans Continental and Western Air,3,Las Vegas - Los Angeles,Douglas DC-3,NC1946,3295,22,22,0,"The aircraft crashed into Mt. Potosi (Double Up Peak, Table Spring Mountain, Olcott Mountain), 32 miles SW of Las Vegas, NV, 15 minutes after taking off from the Western Airlines terminal building at Las Vegas. The aircraft clipped a rocky ledge, cartwheeled into the face of a cliff and exploded, scattering wreckage at the bottom of a ravine. Actress Carole Lombard, 33, her mother, and press agent  were killed in the crash. Her mother did not want to fly and a coin was tossed to see whether the trip would be made by train or plane. The actress was returning from a war-bond promotion.  The flight was 6.7 miles off course for unknown reasons.  Failure of the captain to follow a proper course and make use of navigation facilities available to him. A contributing factor was the blackout of beacons in the area made necessary because of the war emergency."
01/20/1942,,"Manado, Indonesia",Military - Royal Australian Air Force,,,Lockheed Hudson,A16-79,,11,11,0,
01/24/1942,,"Near Samarinda, Borneo",KNILM,,,Douglas DC-3,PK-AFW,1982,,,,Shot down by Japanese military aircraft.
01/26/1942,,"Kupang, Timor",KNILM,,,Grumman G-21 Goose,PK-AFS,1081,,,,Shot down by Japanese military aircraft.
01/30/1942,,"Near Kupang, Timor",Qantas,,,Short S-23 (flying boat),G-AEUH,S-850,18,13,0,Shot down by Japanese military aircraft. Owned by British Overseas Airways.
02/14/1942,,,China National Aviation Corporation,,,Douglas DC-2,45,,,,,
02/15/1942,,"English Channel, near Plymouth, England",British Overseas Airways,,,Consolidated Liberator,G-AGDR,9,9,9,0,Shot down in error.
02/20/1942,,"Off Belmont, Brisbane, Australia",Qantas,,,deHavilland DH-86,VH-USE,2309,9,9,0,Crashed shortly after takeoff after losing control in low clouds.
02/28/1942,,Indian Ocean,British Overseas Airways,,,Short S-23 (flying boat),G-AETZ,S-842,20,20,0,Shot down by Japanese military aircraft.
03/03/1942,,"Off Broome, Australia",Military - U.S. Army Air Force,,,Consolidated B-24 Liberator,40-2370,,33,19,0,
03/03/1942,,"Wyndham, Australia",KNILM,,,Douglas DC-3,PK-AFV,1965,12,8,0,Shot down by Japanese military aircraft.
08/27/1943,,North Sea,Aktiebolaget Aerotransport,,,Douglas DC-3,SE-BAF,2133,7,7,0,Shot down by German military aircraft.
03/14/1942,22:15,"Kunming, China",China National Aviation Corporation,,,Douglas DC-2-221,31,1567,17,13,0,"Crashed 2 km from the Kunming Airdome shortly after takeoff.  Possible causes include engine failure,  overloading, sabotage and temporary blinding by a bright light."
04/21/1942,21:27,"Pine Creek, Australia",Guinea Airways Limited,,Brisbane - Bachelor Field,Lockheed 14 Electra,VH-ADY,,12,12,0,
05/01/1942,23:00,"Salt Lake City, Utah",United Air Lines,4,San Francisco - New York City,Douglas DST-A-207A,NC18146,1978,17,17,0,"After taking off from Salt Lake, the aircraft proceeded in the wrong direction and crashed into the side of a hill 3.8 miles northeast of the Salt Lake City Airport. The point of impact was at an elevation of 5,053 feet above sea level and about 830 feet above the airport. A deviation from the proper course, for reasons undetermined."
05/12/1942,11:51,"Miles City, Montana",Northwest Orient Airlines,1,Chicago - Seattle,Douglas DC-3-A-269,NC 21714,2129,14,3,0,"The plane hit an obstruction at the end of the runway, overran the runway boundry and crashed. The failure of the captain to complete the landing run in time to avoid the obstruction at the end of the runway, for reasons undetermined, and his action in attempting to take off after striking the obstruction."
07/01/1942,12:00,"Near Premier, West Virginia",Military - U.S. Army Air Forces,,"Battle Creek - Florence, SC",Douglas C-49E,42-56093,1976,21,21,0,"Flew into a thunderstorm and was observed in a near vertical dive before crashing to the ground.  Icing, possible overloading."
07/07/1942,,"Off Broken Head, Australia",Military - Royal Australian Air Force,,,Lockheed Hudson,A16-198,,10,10,0,
07/20/1942,,"Llanfair, England",Military - Royal Air Force,,,Lockheed Hudson,N7253,,13,13,0,
08/13/1942,,"Algiers, Algeria",Air France,,,Liore et Olivier H-246 Air Boat,F-AREJ,403,,4,0,Attacked by Royal Air Force fighters.  Crashed in the water while attempting to land.
08/21/1942,,,Deutsche Lufthansa,,,Siebel Si-204,,,4,4,0,"Lufthansa chairman, Von Gablenz killed."
08/22/1942,,Trinidad,KLM Royal Dutch Airlines,,,Lockheed 14 Electra,PH-AIP,,13,13,0,
08/23/1942,,"Invergordon, England",Military - Royal Air Force,,,Short Sunderland,W4026,,14,13,0,
08/25/1942,14:00,"Near Dunbeath, Scotland",Military - Royal Air Force,,,Short Sunderland (flying boat),W4026,,14,13,0,"The plane crashed while on a flight to Iceland during WWII. The aircraft was part of the 228th Squadron RAF.  The plane hit high ground at Eagle Rock in the Scottish Highlands in poor visibility. Possible navigational error but exact cause unknown.  Prince George, Duke of Kent was among the dead."
09/27/1942,,"Ameur el Ain, Algeria",Air France,,,Dewoitine D-342,F-ARIZ,01,25,25,0,Crashed during takeoff.
10/01/1942,,"Kunming, China",China National Aviation Corporation,,,Douglas C-47,69,,,,,Crashed while attempting to land after losing oil pressure on one engine.
10/01/1942,09:30,"Near Coamo, Puerto Rico",Military - U.S. Army Air Forces,,Caomo - San Juan,Douglas C-39-DO  (DC-2),38-524,2081,22,22,0,The aircraft made a wide descending turn with engines running roughly and crashed into a hill.
10/03/1942,19:05,"Botwood, Newfoundland",American Export Airlines,71,"New York - Botwood - Foynes, Ireland",Sirkorsky 44A (flying boat),NC41880,4401,37,11,0,"While attempting to takeoff, aircraft porpoised, attained a height of 35 ft. and then crashed into the water and broke up. Inadvertent actuation of the wing flaps to the full 35 degrees position during the take-off run, thereby rendering the aircraft excessively nose-heavy and uncontrollable."
10/22/1942,,,Deutsche Lufthansa,7208,,Junkers JU-52/3m,D-AYGX,7208,17,17,0,
10/23/1942,17:15,"Palm Springs, California",American Airlines / Military - USAF,28,Palm Springs - New York City,Douglas DC-3 / Boeing B-34,NC16017,1555,13,12,0,"Midair collision between an Army bomber and airliner over Chino Canyon near Palm Springs at 9,000 feet destroying the rudder of the DC-3.  All 12 aboard the DC-3 were killed. The Boeing B-34 landed safely with minor damage. The reckless and irresponsible conduct of the bomber pilot, William Wilson, in deliberately maneuvering a bomber in dangerous proximity to an airliner in an unjustifiable attempt to attract the attention of the first officer, his friend aboard the airliner. Composer and song writer Ralph Rainger, 41, killed.`"
10/30/1942,,Norway,Military - Royal Air Force,,,Handley Page HP-57 Halifax,W7773,,10,10,0,
12/15/1942,01:22,"Fairfield, Utah",Western Airlines,13,Salt Lake - Las Vegas - Burbank,Douglas DC-3A,NC16060,1900,19,17,0,"Crashed after performing a violent maneuver.  Failure of the left, or possibly both wing tips and of the horizontal  tail  surfaces as a result of a sever pull-up which caused unusual and  abnormally high air loads. The reason the pull-up maneuver was not determined."
12/19/1942,,"Wien, Vienna",DLL,,,Junkers JU-52/3m,OY-DAL,5610,16,2,0,
01/09/1943,,"River Tagus, Lisbon, Portugal",British Overseas Airways,,,Short S-26 (flying boat),G-AFCK,S-873,13,13,0,
01/15/1943,,"Near Paramarino, Dutch Guyana",Military - U.S. Army Air Forces,,,Douglas C-54A,42-32939,,35,35,0,Crashed along the coast of South American while en route to Africa.
01/18/1943,23:00,"Off the Brazilian coast,  AtlantiOcean",Military - U.S. Army Air Forces,,"Accra, Ghana - Natal, Brazil",Consolidated C-87,41-1708,,26,26,0,Disappeared while en route and never found.
01/21/1943,07:30,"Ukiah, California",Pan American World Airways,V-1104,Hawaii - San Francisco,Martin M-130 (flying boat),NC14715,557,19,19,0,"Flew into a 2,500 ft. mountain while circling in bad weather, after being unable to land in darkness and deciding whether to divert to San Diego. Clipped trees, struck the ground and broke up.  Failure of the captain to determine his position accurately before descending to a dangerously low altitude under extremely poor weather conditions during the hours of darkness. The aircraft was named Philippine Clipper."
